company_id,company_name,industry_sector,hq_country,hq_location,bid_type,annual_revenue,inquiry_volume
982,Tigo Paraguay,Telecommunications,Paraguai,Assunção,Online Reverse Auction,1428259578,48
983,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,San Lorenzo,Fleet Contract,972209332,15
984,JSL Logística,Logistics & Transport,Brasil,Rio de Janeiro,Fleet Contract,577566324,755
985,Pagnifique,Food & Beverage,Uruguay,Las Piedras,Direct Negotiation,1358773449,29
986,Transportes Furlong,Logistics & Transport,Argentina,La Plata,RFP,304555921,26
987,Bavaria,Food & Beverage,Colombia,Bogotá,Annual Framework,1144982727,278
988,Frigorífico Concepción,Food & Beverage,Paraguai,Ciudad del Este,RFP,515482478,9
989,Tigo Paraguay,Telecommunications,Paraguai,Luque,Direct Negotiation,2637130181,11
990,Bavaria,Food & Beverage,Colombia,Cartagena,RFP,1332538591,161
991,Cervecería Quilmes,Food & Beverage,Argentina,La Plata,Annual Framework,2411867409,38
992,Grupo Nutresa,Food & Beverage,Colombia,Bogotá,Direct Negotiation,3895955005,25
993,Movida,Car Rental,Brasil,Rio de Janeiro,Quarterly Bid,2524119215,1155
994,Alquería,Food & Beverage,Colombia,Cartagena,Annual Framework,634802131,33
995,Transportes Vigía,Logistics & Transport,Colombia,Barranquilla,Spot Quote,4550236693,30
996,Ancap,Energy & Utilities,Uruguay,Montevidéu,RFP,2182198281,82
997,Ute,Energy & Utilities,Uruguay,Las Piedras,Public Tender,1292076358,50
998,Andreani,Logistics & Transport,Argentina,Córdoba,RFP,1108681701,360
999,Turbus,B2B Services,Chile,Santiago,RFP,963447010,47
1000,Backus,Food & Beverage,Perú,Iquitos,Direct Negotiation,4964376053,33
